cust_id,Fn,Ln,EmailAddress,Ph,Ct,St,ZipCd,CreateDate,S,MktOptIn,FavTeam
103931, jacob,sHarp,hernandezryan@sullivan-cunningham.com,+1-647-624-0297x533,Houston,TX,49822,6/28/2022,social,,GamePulse Texas
103932,VaLeRIe,Kelley ,marshjose@gmail.com,(251)477-3802x92514,Dallas,TX,304-95,1/24/2021,partner_referral,1,GamePulse Texas
103933,Sophia,Ritter,cmccoy@smith.org,160-235-1303x3600,Dallas,TX,15071,6/16/2023,web,,
103934, JeSSICA,lamB,jonathan21@ewing-fletcher.org,(989)379-5039x47714,San Antonio,TX,14688,9/20/2024,social,,GamePulse Texas
103935,Kayla ,castillo,philip69@hotmail.com,227-221-5127x62747,San Antonio,Tx,85921,2/10/2021,social,,
103936,apRIl , patTeRsOn,cbanks@hotmail.com,9770918754,Los Angeles,CA,1580,1/15/2022,partner_referral,,GamePulse Texas
103937,Anthony , eDWarDs,ygood@woodard-norris.com,001-155-605-5750,Austin,Tx,68337,9/27/2021,social,,
103938,salLy ,Evans,EDWARDRIGGS@YAHOO.COM,858.250.6205x515,Miami,Fl,98041,7/15/2025,partner_referral,,
103939,TrAVis,CaRtEr,SULLIVANNANCY@YAHOO.COM,866.154.8598x55805,Baton Rouge,LA,25813,3/14/2023,web,0,
103940,BRIDgEt,Curry ,bennettandrew@boyle.com,249-894-6740,Houston,Tx,4182,3/28/2021,box_office,,
103941,mOLlY,Franklin,harringtonteresa@gmail.com,XXX-XXX-XXXX,El Paso,TX,57076,6/7/2024,box_office,0,
103942,PrISCIllA,MIlLEr,jacksonseth@cox-fernandez.org ,+1-838-361-1404x81696,Dallas,TX,59807,4/9/2021,social,,GamePulse Texas
103943,ERiC ,ThOmPsON,timothy78@yahoo.com,+1-768-176-4190x934,Dallas,tx,977-80,9/17/2021,web,1,
103944,Regina,hENsley,alex59@david-brown.biz,(628)006-1275x873,Houston,TX,28131,3/12/2025,web,0,
103945, miChAeL,NGUyen,ashleyprince@yahoo.com,(160)711-3929x146,San Antonio,TX,24804,12/26/2021,box_office,1,
103946,ryaN,Watkins,keithmccullough@gmail.com,-8975,Houston,Tx,30685,5/3/2025,web,,GamePulse Texas
103947,jUStIn,rOAch ,pjensen@hotmail.com,001-199-059-2417x277,Dallas,TX,50114,6/8/2021,box_office,,
103948,HANnah,ortEGA ,michelle28@yahoo.com,004.695.3093x80957,Miami,FL,23723,9/3/2023,box_office,0,GamePulse Texas
103949,jENNIfeR ,Brown,laura13@gmail.com,311.221.3360x07071,Houston,Tx,70214,4/12/2021,social,1,GamePulse Texas
103950,CINdY ,rOGers ,kellydurham@gmail.com,839-220-9464x3000,Houston,TX,7796,7/28/2022,social,1,GamePulse Texas
103951,JaMES ,maDDoX ,nfernandez@gmail.com,6229514949,Lubbock,TX,97761,5/25/2024,partner_referral,,GamePulse Texas
103952,anGELA ,thOMPSOn,clarkthomas@fischer.com,-5743,Albuquerque,nm,53472,11/26/2020,box_office,,GamePulse Texas
103953,danIeL, Bowman,zachary96@hotmail.com,+1-655-055-9617x270,San Antonio,TX,23500,2/1/2025,partner_referral,,
103954, aNnE,BaRaJaS ,AUSTINJOHN@GMAIL.COM,(060)895-6013x13968,Austin,TX,29310,11/27/2022,social,,
103955,MelISsA ,ToWNSEnd,xgarcia@arnold-case.com,XXX-XXX-XXXX,Dallas,TX,28448,2/22/2024,web,0,
103956,aNGeLA,Ferguson,cheyenne26@mcdonald.biz,001-651-993-6880x00843,Arlington,TX,64343,4/30/2021,web,,
103957, Debra,Anderson,collinshelton@gmail.com,-5732,Austin,Tx,38969,6/16/2023,web,1,
103958,cHristY,dOuGLas,AUSTINJASMINE@YAHOO.COM,001-635-857-8231x8139,Miami,FL,25243,7/3/2025,web,,
103959, Tammie,cOlLiNs ,XHANSEN@HOTMAIL.COM,+1-065-294-7244x91830,San Antonio,tx,40237,5/18/2023,box_office,,GamePulse Texas
103960, alaN,Benitez,angelamarsh@hotmail.com,(612)373-5536,Fort Worth,TX,40844,11/10/2021,box_office,,
103961,LIsA,Mack,phall@johnson.com,970.914.7491,Houston,TX,21719,10/3/2022,web,,GamePulse Texas
103962,eLIZAbeTH ,Patel ,timothystokes@chang.com,021-910-6016x9471,Austin,Tx,14893,6/29/2022,social,0,GamePulse Texas
103963, Katie,HOgaN,cynthia93@hodges-smith.com,+1-620-897-2020x6323,San Antonio,Tx,25542,8/7/2024,box_office,0,GamePulse Texas
103964,lEaH, Griffin,ashleybridges@gmail.com,+1-777-343-3210x4857,Austin,TX,86516,9/23/2021,partner_referral,,GamePulse Texas
103965,AndReW,DaVis ,glennlaura@smith.org,(976)577-2601,Houston,TX,86111,9/1/2021,box_office,,GamePulse Texas
103966, AmandA,Cruz,fsnyder@gmail.com,001-318-644-7435,Austin,Tx,640-22,3/15/2024,box_office,0,
103967,jOSHUa, bReWEr,fkeller@holland-reese.biz,574.241.9044,Houston,TX,79521,5/29/2025,social,1,
103968, vIRGINiA,Sanders ,CALLAHANVANESSA@GMAIL.COM ,+1-342-147-5213x51950,Austin,TX,96109,6/13/2023,box_office,,
103969,JOse, TayLor,charles41@stewart.com,+1-114-589-2217x26661,Austin,TX,46097,10/6/2023,web,,
103970, eRica,Ward,hobbsbarbara@hotmail.com,739.462.5022x118,Baton Rouge,La,86745,2/5/2022,box_office,1,GamePulse Texas
103971, edgar,blaKe,daviserin@hotmail.com ,(717)767-7375x6471,Fort Worth,TX,91180,11/11/2024,partner_referral,,
103972, TROY,VELazQuEz,sarah98@yahoo.com,+1-370-450-8063x8164,Houston,TX,6123,6/21/2022,box_office,,GamePulse Texas
103973,aDAm,RoDRIgUEZ,stacey20@shaffer-harris.com,001-880-683-9537x9158,Austin,TX,82023,6/6/2024,social,,GamePulse Texas
103974,edWIn, PerKiNs,brittany56@gmail.com,+1-880-088-1936x67209,San Antonio,Tx,60195,10/10/2020,web,,GamePulse Texas
103975, elIzaBeTH, kelleY,roybailey@romero-miller.com,+1-054-118-1010x9953,Lubbock,TX,91182,11/8/2020,partner_referral,0,GamePulse Texas
103976,HeAtHeR ,oSBORne,bblack@gmail.com ,216.560.8794,Plano,TX,91139,3/23/2024,box_office,0,
103977, RaVEn,Rowe,mary20@lewis.com,001-786-999-2356x71276,Dallas,Tx,97665,11/5/2022,web,0,GamePulse Texas
103978,cHrIstIne, LewIS,donaldboyd@yahoo.com,136.797.0496x820,Austin,TX,23507,4/18/2024,box_office,,GamePulse Texas
103979,GLEnN, GARDneR, ostokes@reynolds.com,XXX-XXX-XXXX,Lubbock,TX,14780,8/30/2025,social,,
103980,Alyssa,JohnSOn,colleen61@ramirez-jones.com,246-666-2051x6632,Houston,TX,23581,12/13/2020,social,,GamePulse Texas
103981,MADisoN,HARRIs ,STANLEYSHANE@YAHOO.COM,011-639-4650,Fort Worth,TX,68442,1/21/2021,social,0,
103982,Ebony,iRWiN,dale56@chapman.biz,067-055-2888x9439,Lubbock,Tx,50866,7/7/2025,box_office,,
103983, Daniel, niCHOlsoN,BROWNSTEVEN@YAHOO.COM,634.566.5512,Lubbock,TX,41507,9/28/2023,social,,
103984,JaCOb, SPARKs,kdixon@griffith.org,078.251.2846,El Paso,tx,99818,4/28/2021,partner_referral,,
103985,JAMES,Gibson,thomas62@yahoo.com,001-967-636-5844x419,Houston,TX,022-30,3/25/2025,web,,GamePulse Texas
103986,cHaRLES ,mIlLer ,jonathan39@blackburn.net,933.769.3262x27845,San Antonio,TX,9892,6/23/2023,partner_referral,,GamePulse Texas
103987, Jeremiah,Phillips,burtonlaura@gmail.com,+1-952-696-9012x2500,Austin,Tx,66948,8/6/2021,box_office,,GamePulse Texas
103988,VaLERIe,PeRRy,james83@hester-harrison.com,570.012.3558x2375,Austin,TX,98245,5/28/2022,partner_referral,0,GamePulse Texas
103989,dEVin,mORgAN,briansmith@wood.org,7347782644,San Antonio,TX,25496,7/5/2021,social,1,
103990,aNdREa,NorRiS,sotovanessa@jacobs.org,373.539.3684x3960,Chicago,IL,81504,9/25/2022,partner_referral,0,GamePulse Texas
103991, JeaNETTE,WIlLIAMs ,rorr@hotmail.com,032.524.5118x27987,Austin,TX,1502,8/30/2021,partner_referral,0,GamePulse Texas
103992,JOHN ,shAw ,reedmaxwell@quinn.com,001-308-615-8303x8015,Austin,Tx,21376,11/1/2021,web,0,
103993,JOSEPh ,DavIDSOn,qharding@clark.com,544-449-5986x51091,San Antonio,TX,66380,12/15/2022,partner_referral,,
103994,William,WOODwaRd,patty56@thompson-tucker.biz,915.140.3617x480,Houston,TX,30753,8/7/2024,web,,
103995,Carlos,bOnd, garzayvette@hotmail.com,(409)769-1516x195,Dallas,TX,84932,8/21/2021,web,1,GamePulse Texas
103996,NAThAN, Benitez,jamesanderson@taylor.com,481.611.0368,Houston,Tx,31533,6/11/2022,social,,
103997,Joseph,orR,melaniemurray@morrison.com,XXX-XXX-XXXX,Arlington,Tx,85815,11/4/2024,web,0,
103998,rYan,BROwN ,barry88@taylor.biz,(559)554-8834,San Antonio,TX,89015,11/12/2022,social,,
103999, Diana,THoMAs,tuckervanessa@garcia.net,001-700-176-8575,Arlington,TX,71373,9/19/2022,web,,GamePulse Texas
104000,Timothy, Tyler,MITCHELLMICHELLE@HOTMAIL.COM,501.156.1156x926,Houston,TX,23863,6/1/2025,web,,
104001,KELly,rIVaS,brandon61@gmail.com,+1-730-935-8934x1312,Little Rock,ar,72948,11/5/2020,web,,
104002,jOsHua,hUANg,katherinebaker@fisher-roman.com,864-302-5569,Lubbock,Tx,66940,3/7/2023,partner_referral,0,GamePulse Texas
104003,bRANdI , bLacKWell,dzavala@mills-deleon.com,001-967-749-2613x15050,Plano,TX,15737,12/21/2023,box_office,,
104004,anDReW,Baker ,michael76@yahoo.com,+1-036-564-1425x8020,Arlington,Tx,91710,11/27/2021,social,,
104005,Emma,Smith,shanefreeman@yahoo.com,(161)200-4814x356,Houston,Tx,23022,2/11/2024,box_office,,
104006,chrIstIna, braDLey,patelchris@yahoo.com,400.838.0576,Los Angeles,CA,40551,10/29/2023,partner_referral,,
104007,bRiAN,Hall,teresa53@gmail.com,304-671-6455x67381,Oklahoma City,OK,7381,10/8/2024,partner_referral,,GamePulse Texas
104008,raNdy,LOPez ,gwright@gmail.com,498.927.0518x835,Oklahoma City,OK,32067,9/13/2025,web,,GamePulse Texas
104009,dANiEL,WiLSoN,leslieguerra@sloan-joseph.info,XXX-XXX-XXXX,San Antonio,TX,92418,10/10/2024,box_office,1,GamePulse Texas
104010,Shannon,LOpeZ ,andersonsarah@yahoo.com,(030)582-2041x8540,Denver,CO,25403,10/14/2022,social,1,GamePulse Texas
104011,ChrIstIAn ,Martin,robertsholly@avila.com,234-463-6342x11770,Los Angeles,CA,51438,3/15/2022,box_office,1,GamePulse Texas
104012,LISa,McINTYRE, kevin48@wolf-austin.com,006-048-6630,Houston,TX,60390,4/14/2025,box_office,0,
104013,Sarah,Fernandez,brianbrown@cameron.com,XXX-XXX-XXXX,Houston,tx,59722,2/12/2023,box_office,,
104014,MiCHAEL ,HawKins,bbrooks@holland-higgins.com,-5951,Chicago,IL,457-81,1/7/2023,box_office,,GamePulse Texas
104015,brAndI ,Ryan ,PETERSANDREA@LEBLANC.COM,(746)125-5219,San Antonio,TX,73886,12/15/2023,web,,GamePulse Texas
104016,JOHn,HERReRA,reneebrown@hotmail.com,001-570-725-4565x039,Fort Worth,TX,81816,10/31/2021,box_office,,GamePulse Texas
104017, MEgAn,Whitehead,BRUCE16@CLARK-STEWART.COM,+1-545-594-2754x5023,Fort Worth,TX,13095,9/29/2022,box_office,,GamePulse Texas
104018,jAcob,DOuGLas,ricerachel@wheeler.com,108-069-1807x7531,Fort Worth,TX,65140,6/30/2023,box_office,,
104019, Omar,McLEAn,asawyer@torres.com,641-863-4633x98244,Los Angeles,CA,91651,5/12/2023,box_office,,
104020,jeFFrEY,Fox ,crystalwilson@yahoo.com,(894)577-8487x956,Little Rock,AR,60747,8/28/2024,partner_referral,1,
104021,HeNRy , conWAy,parkerolivia@yahoo.com,543-784-7648,San Antonio,TX,55766,2/18/2025,social,1,
104022,Richard, pItTS,stoneamber@hotmail.com,001-207-676-5821x104,Lubbock,tx,11821,9/7/2023,partner_referral,,
104023, CHRisTiNA,HeaTH,christinamejia@hotmail.com,(891)781-7058x0619,San Antonio,TX,24616,3/17/2022,web,0,
104024,kEITh,Ruiz ,zhangarthur@yahoo.com,(681)915-3870,Houston,Tx,23198,2/22/2023,box_office,,
104025,Angela,andErSON,smithphilip@hotmail.com,(565)291-5292x4553,Dallas,tx,68140,12/21/2022,web,1,GamePulse Texas
104026,Tammy,HofFMaN,lewismark@gmail.com,954.868.5770x5966,Austin,TX,93107,8/24/2021,social,,GamePulse Texas
104027,dAviD,castRO ,ihill@gmail.com,+1-097-953-7453x43889,Arlington,Tx,6833,5/6/2021,partner_referral,1,GamePulse Texas
104028,wIlliaM,niChOlsOn,christy81@gmail.com,969.752.8413x245,Fort Worth,tx,31317,10/17/2023,box_office,1,GamePulse Texas
104029,JOSeph , HInToN,MILESJULIE@PALMER.INFO,291-347-8026,Fort Worth,TX,51026,6/15/2024,social,,
104030,Paul, LOpEz,virginia74@gmail.com,(167)044-7224,Dallas,TX,52894,2/3/2025,web,,
104031,Jacqueline ,Reeves,hgarcia@yahoo.com,(685)180-8690x36901,Austin,TX,47784,1/10/2025,partner_referral,,
104032, cyntHia, ToWNSEnd,BELLPAUL@SULLIVAN.BIZ,107-170-2146x449,San Antonio,TX,57558,8/15/2024,partner_referral,0,
104033,BRYan ,Diaz , ruth26@lopez-price.com,854-413-6209,Houston,TX,36041,11/24/2022,partner_referral,0,
104034,boNniE , Hall,helenmullen@gomez.com,440-510-8464,Houston,tx,63540,11/22/2020,social,1,
104035, aMaNda,Wells,michelle87@yahoo.com,+1-913-273-6423x3595,El Paso,Tx,58515,1/21/2023,partner_referral,,
104036,HeiDI,thompSon ,alexanderdyer@yahoo.com,7229638774,New York,NY,63546,2/27/2021,box_office,,GamePulse Texas
104037,garREtt , MOLiNa,clineamy@adkins.com,-2683,San Antonio,TX,4727,11/1/2020,social,,
104038,Evelyn,Scott,copelandraymond@gmail.com,996-019-7176,San Antonio,TX,53589,1/25/2024,partner_referral,0,
104039, Joshua, JoHnsON,dporterhotmail.com,322-346-1256,Austin,TX,83781,3/9/2024,box_office,,
104040,brian,Lopez,bennettmichael@miller-chapman.net,(232)854-4434x400,El Paso,TX,55714,8/31/2021,web,,GamePulse Texas
104041,stePHaNIE , vaSQUez,HAYSDANIEL@YAHOO.COM,-1918,San Antonio,Tx,485-55,12/28/2021,web,,
104042, Jerry,johNson,nicole47@hotmail.com,3630446351,San Antonio,TX,2045,8/25/2023,web,,GamePulse Texas
104043,Jamie ,grAy,michelle09yahoo.com ,960.858.1251,Plano,TX,46521,7/16/2021,partner_referral,,GamePulse Texas
104044,hOllY, coLlInS,THOMASWARD@NORRIS-RODRIGUEZ.NET,209-984-3078x5820,San Antonio,TX,44556,4/16/2024,partner_referral,1,
104045,Heather,MURray,sarahbell@hotmail.com,+1-791-157-7893x46375,Houston,TX,24052,10/8/2022,partner_referral,1,GamePulse Texas
104046, aLExANdeR,moore,tuckerrobert@gmail.com,+1-716-436-7314x25133,Chicago,il,87224,12/26/2022,social,,
104047,KimBerLY,sCHWArtZ,andreadavies@yahoo.com ,810-414-0073x45563,Little Rock,AR,79769,10/26/2023,partner_referral,,
104048,StEpHen,seLLErS ,martinjennifer@mays.com,223-602-3968,San Antonio,TX,73849,10/31/2020,web,,GamePulse Texas
104049,micHaEL,tHOmPsoN,ybarker@powers.com,427-503-5200x740,Houston,Tx,82364,4/3/2022,social,,GamePulse Texas
104050,dUsTIn, Bean,samuelwagner@hotmail.com,887-282-0190,Houston,TX,4105,8/22/2022,box_office,,
104051,TIfFaNY,WIlsON,jacksonmark@richards-kirk.com,216-671-5368x710,San Antonio,TX,14932,5/27/2021,partner_referral,,GamePulse Texas
104052, jESsIcA,Buckley,rhansen@jensen-salazar.com,+1-927-222-9323x5125,San Antonio,TX,56503,6/22/2021,box_office,0,GamePulse Texas
104053,JoHn,WiLLiamSoN ,LISASMITH@SCHMIDT.NET,668-822-2085,San Antonio,TX,23103,7/13/2022,partner_referral,,
104054, ChelsEa,sAWYeR, ashleydominguez@gmail.com,+1-618-141-6265x310,Arlington,Tx,12617,1/12/2023,box_office,,
104055, mATtHEW, REyeS,tmathews@hansen.com,612.271.4503x43366,Houston,TX,7103,5/28/2024,social,,
104056,denise, diAZ,julian43@johnson-owens.com,(194)355-4223,Corpus Christi,TX,39068,6/4/2022,partner_referral,,
104057, Kelly,baUtISta,danieldevin@ortiz-leonard.com,001-432-748-2924,El Paso,TX,54154,3/8/2023,social,0,GamePulse Texas
104058,Kenneth ,rOacH,rebeccarodgers@yahoo.com,081-419-4714x815,Arlington,TX,60168,7/11/2024,social,,
104059,LINdA,MicHaEL ,jared64@shaw.info,687-030-1918x444,Dallas,TX,12764,8/31/2024,web,1,
104060,Dawn ,JOnes,wareryan@yahoo.com,001-649-404-3433x51491,Fort Worth,TX,329-72,7/16/2025,partner_referral,,
104061,CHArLEs, GardneR,kristinanewton@price.biz,290.848.1304,Los Angeles,CA,450-25,2/26/2025,partner_referral,0,GamePulse Texas
104062,Courtney,ROWe,nataliegreen@dennis.com,1517875145,Houston,TX,32839,8/14/2023,box_office,1,
104063,Christine, rOdRIguEZ,taylordenise@washington.com,4785554571,Houston,TX,71765,7/21/2021,partner_referral,,
104064, KevIN,Parker,carpenteramanda@gmail.com,479-577-5138x1605,San Antonio,TX,9290,8/6/2025,box_office,1,
104065, ELiZAbETH,AlEXaNdeR,barbara45jennings.com,533-543-3785,Dallas,TX,646-34,2/26/2024,box_office,,GamePulse Texas
104066,Matthew ,Whitaker ,stephenmcguire@reed.biz,XXX-XXX-XXXX,Fort Worth,TX,47379,11/6/2023,box_office,,GamePulse Texas
104067, keVIn, miLler,samuelwood@hotmail.com,+1-764-751-6072x507,Arlington,Tx,57679,8/5/2024,social,,
104068,dAVID,Wiley,krodriguez@yahoo.com,(473)700-5751,Baton Rouge,LA,57872,10/4/2020,social,,GamePulse Texas
104069,James,Leonard , andrewhayes@yahoo.com,001-834-777-4569x11376,Dallas,Tx,79219,5/27/2025,social,,
104070,phIlip ,johNSOn,allenisaiah@gmail.com,(829)196-5366x46633,Austin,TX,16996,9/11/2021,social,,
104071, TonYa, Cameron,melissahenry@yahoo.com ,-6068,San Antonio,TX,45555,2/26/2023,partner_referral,0,
104072,lINDsaY,Johnson,josephsmith@mason-reyes.com,(107)434-5612x3444,Houston,Tx,43250,5/16/2022,web,,GamePulse Texas
104073,rObert, Anderson,victoria84@heath.com,817-203-6721,Austin,TX,16970,6/14/2022,box_office,,
104074, DIANA,Powell,anthonyjennings@shannon.org,516-144-8292x1527,Dallas,TX,435-74,6/5/2024,box_office,1,GamePulse Texas
104075,Isaiah ,LogAn,jamie53@johnson.com,+1-676-946-9284x091,Houston,Tx,16029,10/29/2022,web,0,GamePulse Texas
104076,Jasmine,HUll,kyle57@gmail.com,(173)967-3609x063,Lubbock,TX,43196,6/4/2023,web,0,
104077, MaTHew,GARzA,BRADWILSON@HOTMAIL.COM,352.965.1690x05357,New York,NY,3046,11/8/2020,web,0,
104078,Crystal, Garcia,JENNABRADY@HARVEY.ORG,794525725,Fort Worth,TX,76371,11/22/2020,box_office,1,
104079,Jeffrey,burns,tgeorge@yahoo.com,XXX-XXX-XXXX,Dallas,Tx,75538,11/11/2023,box_office,,
104080,JEfFREY, ALlEn,laurenpowellyahoo.com,(619)211-8935x65748,Austin,TX,42420,3/14/2022,partner_referral,1,
104081,krISTEN,bRiGHT,millermatthew@lee.net,-8927,Phoenix,Az,21879,11/11/2022,web,,GamePulse Texas
104082,Beverly ,Knight,anthonyvalenzuela@wright-fisher.com,(893)728-1260,Corpus Christi,TX,6718,9/29/2021,partner_referral,,GamePulse Texas
104083,RobERt,cHaveZ ,ihorton@hotmail.com,001-114-796-0968x280,Austin,TX,59165,6/26/2021,partner_referral,,GamePulse Texas
104084,tIFfanY ,Davis,susan08@yahoo.com,412.362.1140x623,El Paso,TX,20891,5/23/2022,social,0,
104085,ADriAn,Butler,lwilliams@gmail.com,9993347721,San Antonio,Tx,37311,1/14/2024,partner_referral,,GamePulse Texas
104086,BranDON ,Brewer,courtney32@gmail.com,497-009-1122,Dallas,Tx,40886,12/14/2021,box_office,,GamePulse Texas
104087,Mark,Jones,padilladiana@gmail.com,659.209.1453,Denver,CO,41351,12/27/2022,partner_referral,0,
104088,MaTThEW,EnGlISH,rickybryant@hotmail.com,133.393.8175,Albuquerque,NM,57847,9/22/2025,web,,
104089,geOFfrey,Howell,donnaayala@crawford.com,001-078-196-6762x085,Lubbock,TX,27422,10/31/2024,box_office,,
104090,Nicole,moraN ,DAVID69@HOTMAIL.COM,(351)443-2880,Austin,TX,82527,12/17/2024,social,1,
104091,jaCOB ,benNEtT,lisaclark@yahoo.com,-1962,Corpus Christi,TX,53035,5/31/2021,social,,
104092, AmaNDa,Martinez,bill22@hotmail.com,005-407-5137x35970,Fort Worth,TX,47592,5/19/2025,social,,GamePulse Texas
104093,jEnnifer,grAY ,robert53@hotmail.com,(179)683-8611x432,San Antonio,tx,74369,10/25/2023,social,0,
104094,KimberlY,Baxter, adamjacobson@hotmail.com,-5834,Houston,TX,36914,8/30/2024,web,1,
104095,CLauDIa,Pope,emilybrown@miller-wallace.com,001-414-290-0599x7006,Houston,TX,42209,4/9/2021,social,,GamePulse Texas
104096, dAniELLE,wOOdS ,iperez@rocha.info,198.344.6585,Corpus Christi,Tx,37525,12/7/2020,web,,
104097,briAN,eDWArDS,juan67@marks-frye.net,043.185.2303,Fort Worth,Tx,76721,4/26/2025,partner_referral,,
104098,Paula,rOjAS ,roypalmer@gmail.com,001-390-056-3261,Arlington,TX,25869,9/28/2025,web,,GamePulse Texas
104099,miCHAeL ,Klein ,BURNSDOUGLAS@YAHOO.COM ,976-648-6862,Fort Worth,Tx,85544,10/30/2020,web,,GamePulse Texas
104100,Robert,SloAN,sneal@barron-gomez.com,270-377-6193x48724,Fort Worth,TX,44812,12/6/2024,social,,
104101, Amy,bEckER,zhardy@gmail.com,(707)888-5473,Austin,tx,98207,8/6/2022,social,1,
104102,Denise ,Brown ,johnsonryan@gmail.com,437.394.6598,Dallas,TX,992-23,11/3/2024,partner_referral,,
104103,jAmeS,waTsOn,craig08@yahoo.com,001-627-340-5799x35159,Dallas,TX,41144,8/23/2023,box_office,,GamePulse Texas
104104, tAylOr,hAWkInS,angelashannon@gmail.com,430.976.0576x20642,El Paso,TX,70010,5/30/2021,web,1,GamePulse Texas
104105,rEBecCa, Luna,juliebaker@gmail.com,(332)901-8417,San Antonio,TX,60862,1/28/2025,social,,GamePulse Texas
104106,BROoKE,sHanNON,taylormatthew@collins.com,048.850.5755x195,Houston,TX,9315,10/25/2020,web,0,
104107, jesSICA,DeAN,mullinsrenee@sullivan.com,-5342,Fort Worth,TX,35689,5/20/2024,box_office,1,
104108,tHOMaS , Turner,tara58@hotmail.com,-8023,Arlington,TX,3682,10/31/2023,partner_referral,0,GamePulse Texas
104109, RAchel,Lin,PBROOKS@YAHOO.COM,718-545-4507,Austin,TX,22675,6/8/2023,partner_referral,,GamePulse Texas
104110,anThoNy,saLaZAr,lutzdavid@walker.com,554.602.2574x942,Houston,Tx,95481,6/10/2025,social,,
104111,aMANDa,SMith ,hknox@kaiser.com,-3773,Arlington,TX,97017,5/17/2023,partner_referral,0,
104112,MiChELLe,HORToN ,jaclyn87@yahoo.com,(578)064-1781x8367,Arlington,Tx,33043,12/3/2022,partner_referral,,
104113, Lauren,KLINE,ANDREA84@NELSON.COM,001-829-193-1148x070,Austin,TX,21460,7/3/2024,box_office,,
104114,PRestoN,JOnes ,charlesburke@yahoo.com,(395)852-6156,El Paso,TX,23377,7/28/2023,web,,GamePulse Texas
104115,kATHLEEN , leE,megan86@hotmail.com,+1-710-753-4495x10921,San Antonio,TX,49687,1/21/2024,box_office,,
104116, aNtHOny, mITcHeLl,howardtanner@yahoo.com,234-082-8263,San Antonio,TX,95501,10/14/2023,web,,
104117,ANdre ,nELSON,brightalvin@hotmail.com,4742801578,Houston,Tx,50654,4/4/2024,box_office,0,GamePulse Texas
104118,jAson ,Patton,qford@hotmail.com,+1-055-318-5622x59581,Houston,TX,41942,5/2/2024,web,,GamePulse Texas
104119, RyAN,blacK,lynnlisa@hotmail.com,+1-106-563-2512x300,San Antonio,TX,23037,2/10/2022,social,1,
104120,danNy,MArshAll,zsalazar@cox.com,001-781-270-3655x282,Arlington,TX,94346,12/21/2023,web,,GamePulse Texas
104121,dEbBIe,BEnneTT ,ANNETTE32@HOTMAIL.COM,722.297.0794,Arlington,TX,51017,10/21/2021,social,0,
104122,CorEY,MoReNo,fsalinas@gmail.com,259.038.8426,Houston,TX,73517,7/16/2021,box_office,,
104123,PAuL,Hendricks ,janet13@hotmail.com,037.337.2885x090,Houston,Tx,44645,1/29/2021,partner_referral,,
104124, HaydEN,Garza ,cathypeck@yahoo.com,(381)346-0083x8633,San Antonio,Tx,69607,4/8/2023,box_office,0,
104125,MARIA ,CoOper,fowlerjennifer@bryant.org,995-520-6691x4362,Austin,TX,61463,3/26/2021,box_office,,
104126,mIcHAeL, hoWARd,KRISTINA05@YAHOO.COM,562-150-8528,Dallas,TX,44418,6/24/2024,social,,
104127,jOShUa,PEreZ,perryjeffrey@hotmail.com,(743)687-8709,Dallas,tx,57195,6/13/2022,box_office,0,
104128,EliZaBeTh ,BuSh,longchristina@hodges.com,(705)774-4709x6926,Austin,TX,97606,2/7/2021,web,,
104129, RyAN,mCINTYRe ,fbrewer@gmail.com,(877)882-8468x73888,Phoenix,AZ,78486,7/27/2021,partner_referral,,GamePulse Texas
104130, shaUn,Taylor ,anthonyallen@yahoo.com,088.355.8814,Fort Worth,TX,24315,4/5/2022,social,,
104131,JEremY , JIMenEZ,martin92@yahoo.com,(357)130-5333,San Antonio,TX,29536,11/9/2021,partner_referral,0,
104132,DaNiel,baKEr,ycunningham@hotmail.com,(732)757-7309,San Antonio,TX,80883,1/25/2024,box_office,,
104133,WAlTEr ,linDSEY ,ybell@yahoo.com,-7187,Houston,TX,39407,4/17/2025,social,0,GamePulse Texas
104134,BeNjaMin,Pace ,AARONRODGERS@YAHOO.COM,867.895.5846x228,Houston,Tx,40428,4/28/2025,box_office,,
104135,LYNN,duNn,gle@gmail.com,001-368-616-1675,Lubbock,TX,50807,12/25/2020,web,,
104136,aLExandRA , DAVIdSOn,CODYMOSLEY@YAHOO.COM,(997)408-1994x6399,Baton Rouge,La,24781,3/9/2022,web,,GamePulse Texas
104137,Jordan, fLoREs,jensenlisa@gmail.com,076.940.7893x4845,Dallas,TX,916-85,8/16/2023,partner_referral,,GamePulse Texas
104138, Alyssa,sANCHEz,emily24@rodriguez.net,001-246-260-7231x263,Dallas,TX,24526,12/23/2023,web,1,
104139,RaLPh, Garcia,rblevins@yoder.com,001-808-291-0601x907,Houston,TX,90312,7/25/2022,box_office,,GamePulse Texas
104140,cyntHia,carpeNteR,tricia32@gmail.com,7654809199,San Antonio,TX,53655,6/16/2023,box_office,,
104141,CaRloS , EvAnS,nicole36@hotmail.com,921-957-0011x2341,Dallas,TX,28145,4/14/2024,web,,
104142,Thomas,LucAs,markbrown@yahoo.com,623.506.4997,Dallas,TX,8052,3/15/2023,box_office,1,GamePulse Texas
104143,KEvIn,lawRENCE,lkennedyosborne-garner.org,001-953-324-0905,Miami,Fl,75701,11/27/2024,partner_referral,0,
104144,mikE ,Morrison,rhondahall@nelson.info,897.032.0292x51566,Chicago,IL,78609,2/24/2021,box_office,1,GamePulse Texas
