OrdId,OrdDt,CustRef,EmailAddr,Chanl,PayMthd,OrdTotal,Tx,Fee
600679,10/20/2024 3:19,114657,LISADECKER@YAHOO.COM,web_site,apple_pay,148.46,8.18,4.39
600680,11/3/2024 2:54,114657,lisadecker@yahoo.com,online,debit_card,254.24,0.99,10.16
600681,11/28/2024 7:26,100808,vanessacoffey@reyes-moody.biz ,online,apple,112.28,6.58,11.49
600682,1/10/2025 5:55,100808,vanessacoffey@reyes-moody.biz,web,apple,201,10.32,7.18
600683,11/21/2024 2:41,100808,vanessacoffey@reyes-moody.biz,onlne,cc,138.61,10.42,4.37
600684,2/3/2025 5:45,100808,vanessacoffey@reyes-moody.biz,online,cash,162.79,4.99,2.97
600685,1/24/2025 22:53,100808,vanessacoffey@reyes-moody.biz,Phone,cc,132,,0.95
600686,2/8/2025 10:22,101135,davidscott@thomas-francis.com,box_office,credit,238.65,5.61,1.41
600687,2/1/2025 0:17,101135,davidscott@thomas-francis.com,onlne,debit_card,232.19,3.3,7.36
600688,1/9/2025 16:43,101135,DAVIDSCOTT@THOMAS-FRANCIS.COM,online,credit,166.75,7.43,8.53
600689,4/17/2025 12:42,106632,pacheconoah@yahoo.com,web_site,credit,42.19,12.96,
600690,1/9/2025 22:44,106632,pacheconoah@yahoo.com,online,CASH,169.87,,6.27
600691,10/15/2024 15:43,106632, pacheconoah@yahoo.com,web_site,cash,65.53,9.42,2.78
600692,2/12/2025 8:03,111676, IDORSEY@YAHOO.COM,box,credit,150.02,11.57,
600693,11/9/2024 18:04,111676, IDORSEY@YAHOO.COM,phone,credit,27.47,0.15,1.36
600694,3/15/2025 6:57,111676, IDORSEY@YAHOO.COM,online,credit,174.59,14.76,0.33
600695,2/19/2025 8:04,118708,sarahfredericksimmons-clark.com,online,cc,87.59,12.29,3.7
600696,1/19/2025 0:26,107863,CCHAVEZ@ROBINSON.COM,web_site,apple_pay,153.4,10.73,5.06
600697,10/2/2024 23:29,105023,deverett@lee.com,call_center,credit,100.46,6.37,10.1
600698,2/13/2025 4:53,108223,GALVANCARMEN@HOTMAIL.COM,online,credit,180.11,14.62,7.66
600699,4/12/2025 8:37,103061,janiceferguson@allen.com,online,gpay,59.31,,2.1
600700,2/14/2025 20:08,103061,janiceferguson@allen.com,phone,cc,74.07,9.95,
600701,2/20/2025 3:51,103061,janiceferguson@allen.com ,web_site,google_pay,71.56,2.07,
600702,1/6/2025 23:21,107606,debbieweaver@dawson.com,online,debit_card,221.95,7.73,10.5
600703,2/18/2025 15:01,107606,debbieweaver@dawson.com ,online,credit,154.77,7.66,
600704,2/20/2025 1:39,117947,elee@yahoo.com,online,credit,232.14,12.04,0.91
600705,12/10/2024 14:56,117947,elee@yahoo.com,web,apple,117,9.18,11.64
600706,12/28/2024 17:34,117947,elee@yahoo.com,phone,apple_pay,227.74,9.36,0.05
600707,11/21/2024 10:04,117947,elee@yahoo.com,phone,credit,200.33,6.99,3.22
600708,2/27/2025 19:37,117225,morenoanthony@yates.com,online,cash,156.69,7.81,4.14
600709,1/17/2025 8:29,108776,rodgersanthony@gmail.com,online,credit,115.22,7.34,2.48
600710,1/14/2025 8:37,105733,christinebautista@gmail.com,online,cc,250.01,2.57,1.26
600711,4/28/2025 16:34,105733,christinebautista@gmail.com,online,credit,87.04,0.32,
600712,1/28/2025 8:26,113829,amy24@bean.com,onlne,cash,137.34,10.14,
600713,4/4/2025 14:46,100706,barbara23@hotmail.com,online,credit,216.63,2.32,7.05
600714,2/5/2025 10:59,100706,barbara23@hotmail.com,phone,credit,128.96,6.88,5.99
600715,10/23/2024 19:38,109724,GARCIAMARIA@ROBINSON.BIZ,online,google_pay,89.89,14.71,
600716,2/26/2025 13:19,104147, jessica48@yahoo.com,onlne,credit,110.93,11.06,6.64
600717,3/4/2025 23:41,112497,PARSONSRICHARD@MCCULLOUGH.COM,online,cc,172.88,1.92,9.38
600718,11/4/2024 18:08,112497,PARSONSRICHARD@MCCULLOUGH.COM,box,cc,44.77,1.22,9.2
600719,10/28/2024 3:47,106066,lmaldonado@gmail.com,box,cc,17.07,1.88,
600720,4/6/2025 9:53,111118,ZMOORE@PATRICK.BIZ,web_site,gpay,47.88,1.58,9.16
600721,3/21/2025 2:41,111118,ZMOORE@PATRICK.BIZ,online,apple,73.01,2.35,3.11
600722,4/22/2025 21:30,105988,SANTOSPAULA@HOTMAIL.COM ,onlne,debit,224.37,11.67,9.56
600723,3/21/2025 19:50,113695,alexandra32@gmail.com,online,credit,175.83,2.15,0.32
600724,4/17/2025 6:57,113695,alexandra32@gmail.com,ONLINE,debit,222.79,13.85,0.78
600725,1/18/2025 5:51,117732,wardnathan@hotmail.com,phone,cc,38.6,3.92,1.76
600726,1/9/2025 4:19,117732,wardnathan@hotmail.com,call_center,cc,40.98,0.96,1.14
600727,2/11/2025 5:20,111653,hickmantheresa@hotmail.com,web,credit,207.85,,8.11
600728,4/9/2025 10:03,110513,sara50@yahoo.com,online,apple,257.86,12.78,11.84
600729,10/18/2024 9:27,115050,nancy88@yahoo.com,ONLINE,gpay,258.93,10.52,10.02
600730,11/4/2024 10:15,115050,nancy88@yahoo.com,box_office,apple_pay,183.07,,8.56
600731,12/12/2024 11:59,105116,QFIGUEROAROGERS.COM,ONLINE,credit,121.99,12.12,6.37
600732,2/25/2025 14:38,105116,QFIGUEROA@ROGERS.COM,onlne,google_pay,123.44,,10.44
600733,4/7/2025 15:29,110496, thompsonmichael@hotmail.com,box,cash,255.21,3.92,4.95
600734,2/17/2025 12:22,102072,jessica51erickson.info,box_office,cash,169.45,1.57,6.49
600735,1/16/2025 7:08,102072,jessica51@erickson.info,web,credit,222.28,5.56,6.5
600736,10/29/2024 14:20,113329,BLANCHARDTHOMAS@ROBINSON-HARDIN.INFO,onlne,credit,84.46,14.36,10.75
600737,11/14/2024 9:05,101156,joseph48@yahoo.com,web,credit,145.94,5.76,3.21
600738,12/15/2024 17:44,107736,hcarlson@gmail.com,ONLINE,gpay,155.32,,9.47
600739,4/11/2025 11:42,103787,ashleyhart@woods.com,web,credit,41.01,8.5,3.53
600740,12/26/2024 8:00,103787,ashleyhart@woods.com,online,cc,234.91,12.35,11.13
600741,2/8/2025 14:28,103787,ASHLEYHART@WOODS.COM,Phone,cash,194.4,4.73,9.38
600742,11/1/2024 4:58,112761,MATTHEW31@PAUL-KELLY.COM,phone,cash,86.52,14.37,8.82
600743,1/24/2025 17:35,102890,fieldsraven@salazar-brown.info,online,cc,242.27,7.41,5.15
600744,1/17/2025 8:50,103435,DAVISKENNETH@MENDOZA.COM ,online,cc,43.81,2.88,9.52
600745,4/1/2025 4:57,103340,vmaddox@hotmail.com,web,credit,253.05,,11.82
600746,3/29/2025 3:12,103340,vmaddox@hotmail.com,onlne,cash,173.4,6.16,
600747,2/22/2025 19:34,112320,bennetttimothy@yahoo.com,web,cc,166.13,4.02,9.41
600748,3/4/2025 5:05,109486,danielleford@duran.com,online,credit,144.79,1.73,3.78
600749,11/26/2024 13:53,114809,MILLERDENISE@MARSH.NET ,box,cc,158.19,4.35,5.47
600750,11/25/2024 19:24,114809,MILLERDENISE@MARSH.NET,web,debit,98.81,14.86,0.16
600751,3/30/2025 0:35,116465,wilsontammy@thomas-browning.com,web_site,credit,107.68,11.26,0.91
600752,2/15/2025 13:10,116465,wilsontammy@thomas-browning.com,online,cc,88.45,,4.86
600753,12/13/2024 16:47,100464,WESTKATIE@GMAIL.COM,web,google_pay,47.75,5.64,5.04
600754,10/30/2024 11:02,100464,westkatie@gmail.com,ONLINE,apple_pay,214.88,14.77,8.48
600755,4/28/2025 15:17,111915,DAWNEVANS@GMAIL.COM,phone,apple_pay,114.29,1.91,1.34
600756,12/18/2024 2:43,113964, HMARTINEZ@BURTON.INFO,online,CASH,51.36,,5.29
600757,12/4/2024 4:25,113964,HMARTINEZ@BURTON.INFO,online,credit,170.57,10.94,
600758,2/7/2025 15:31,113964,HMARTINEZ@BURTON.INFO,online,gpay,106.21,0.15,11.35
600759,4/17/2025 5:46,109490,scobb@yahoo.com,phone,apple_pay,43.57,13.01,4.78
600760,10/2/2024 20:10,119450,JOHNSONANDREA@HOLT.ORG,ONLINE,cash,61.17,7.05,11.96
600761,1/9/2025 11:31,119450,JOHNSONANDREA@HOLT.ORG,box,apple_pay,139.66,2.88,1.18
600762,3/17/2025 15:19,119450,JOHNSONANDREA@HOLT.ORG,box_office,credit,149.98,3.44,10.09
600763,2/24/2025 1:19,109762,karen32@yahoo.com,box_office,credit,27.91,2.51,0.94
600764,1/29/2025 6:48,109762,karen32@yahoo.com,online,apple_pay,200.25,9.43,9.12
600765,1/19/2025 21:23,109762,karen32@yahoo.com,web_site,cc,244.82,0.45,10.27
600766,4/14/2025 4:38,105766,daniel85@gmail.com,ONLINE,gpay,45.59,5.86,1.64
600767,4/28/2025 17:54,110512,atkinsgabriel@powell-hernandez.com,web,cc,69.41,,7.27
600768,2/20/2025 3:37,110512,atkinsgabriel@powell-hernandez.com,online,CASH,34.39,8.3,10.47
600769,11/4/2024 2:37,110512,atkinsgabriel@powell-hernandez.com,phone,cc,48.73,11.67,11.05
600770,4/20/2025 10:23,101275,obrienveronica@hotmail.com,online,apple_pay,44.03,9.27,2.18
600771,12/10/2024 7:51,101275,obrienveronica@hotmail.com,online,credit,87.48,13.36,10.49
600772,10/23/2024 16:18,102858,philip79@lynch.com,bx_office,apple_pay,221.1,0.95,4.69
600773,12/29/2024 5:31,113635,brianjennings@gmail.com,online,cash,163.81,11.87,5.53
600774,1/4/2025 15:44,102551,KBERGER@YAHOO.COM,Phone,credit,62.78,13.49,
600775,10/24/2024 1:51,102551,kberger@yahoo.com,ONLINE,google_pay,254.27,7.19,6.38
600776,3/19/2025 18:06,102551,kberger@yahoo.com ,ONLINE,credit,106.84,5.43,3.22
600777,1/18/2025 16:57,102551,kberger@yahoo.com,box,apple_pay,166.94,13.29,
600778,1/31/2025 17:37,102551,kberger@yahoo.com,online,debit,154.11,8.68,1.29
600779,10/4/2024 8:10,102551,kberger@yahoo.com,box_office,apple,189.14,4.25,3.56
600780,4/6/2025 16:01,115879,stephanie66@swanson.info,online,credit,235.97,1.45,11.06
600781,2/3/2025 8:55,115879,stephanie66@swanson.info,online,cash,236.21,9.32,
600782,4/22/2025 17:07,117787,jaustingallegos-berger.com,box,google_pay,176.58,10.43,8.66
600783,3/16/2025 22:47,117787,jaustin@gallegos-berger.com,phone,apple_pay,50.03,1.52,0.8
600784,1/13/2025 10:07,119674,wileyvincent@hotmail.com ,call_center,google_pay,110.11,1.34,
600785,10/26/2024 13:36,119674,wileyvincent@hotmail.com,online,gpay,74.42,2.36,11.1
600786,2/26/2025 7:08,102233,christopherpayne@daniels.net,online,apple_pay,197.28,10.23,
600787,1/19/2025 6:16,102233,christopherpayne@daniels.net,phone,cc,76.83,6.16,9.76
600788,4/1/2025 23:51,119743, jeffery42@tucker.com,onlne,CASH,212.93,11.2,11.38
600789,4/16/2025 4:36,105567,peter97@tyler-reed.com,call_center,apple_pay,190.89,9.23,1.53
600790,3/26/2025 1:54,110339,  reynoldsgina@warren.info,web_site,apple_pay,158.54,14.95,
600791,3/24/2025 6:57,110339, reynoldsgina@warren.info,ONLINE,credit,177.31,14.94,3.05
600792,3/21/2025 20:52,104855,DONALDAYALA@LIU-SMITH.COM,online,google_pay,224.81,,11.38
600793,3/8/2025 4:42,111245,jjohns@merritt-keller.com,web_site,cc,55.69,3.55,
600794,12/9/2024 1:31,111245,jjohns@merritt-keller.com,online,cash,94.57,3.99,
600795,3/12/2025 20:21,111245,jjohns@merritt-keller.com,online,cc,154.48,14.42,
600796,1/30/2025 13:07,119593,joshua74@wright.com,bx_office,credit,227.09,1.4,10.32
600797,2/19/2025 7:56,119593, joshua74@wright.com,phone,apple_pay,143.53,0.57,8.25
600798,10/10/2024 7:11,119593,joshua74@wright.com,online,cc,41.5,1.6,2.64
600799,1/20/2025 5:44,119593, joshua74@wright.com,web_site,apple_pay,157.64,,10.86
600800,1/31/2025 12:08,119593,JOSHUA74@WRIGHT.COM,web,gpay,227.62,0.57,1.85
600801,3/26/2025 13:18,119593,joshua74@wright.com,ONLINE,credit,195.05,2.61,3.15
600802,3/17/2025 23:55,112742,jordan80@key.com,web,cc,118.64,8.88,9.56
600803,2/11/2025 5:18,103825,nrobinson@combs.info ,online,debit,148.79,12.26,2.02
600804,12/13/2024 7:31,100142, jacob84@hotmail.com,Phone,gpay,220.7,1.29,
600805,1/5/2025 13:01,100142, jacob84@hotmail.com,online,cash,261.1,11.94,8.71
600806,10/13/2024 4:26,100142, jacob84@hotmail.com,online,google_pay,189.04,4.83,4.81
600807,11/18/2024 12:32,104392,MORTONROBERT@WHEELER.NET,box_office,debit,249.5,4.77,2.51
600808,3/24/2025 2:52,102318,HJOHNSON@GRAHAM-CARNEY.COM,phone,credit,185.26,10.41,6.83
600809,2/13/2025 15:34,102318,hjohnson@graham-carney.com,web,apple_pay,60.98,14.92,11.84
600810,10/13/2024 8:43,102318,hjohnson@graham-carney.com,box,credit,197.54,0.11,3.62
600811,1/31/2025 11:22,102318,hjohnson@graham-carney.com,online,apple_pay,105.47,0.28,
600812,4/8/2025 3:04,108928,shawn54@conway.com,ONLINE,google_pay,232.78,11.27,11.28
600813,1/18/2025 2:14,100870,millernichole@hotmail.com,box,debit,203.63,12.98,10.83
600814,11/9/2024 5:36,100870,millernichole@hotmail.com,web_site,credit,29.27,,8.17
600815,2/20/2025 14:26,100870,millernichole@hotmail.com,onlne,cc,150.73,14.66,3.2
600816,10/10/2024 2:36,100870, millernichole@hotmail.com,web_site,cash,128.53,9.72,3.37
600817,11/7/2024 17:51,100870,millernichole@hotmail.com,online,credit,149.68,7.17,9.31
600818,11/2/2024 4:03,102662,zanthony@yahoo.com,online,gpay,200.55,0.07,2.19
600819,10/22/2024 16:00,103984,kdixon@griffith.org,box_office,debit,116.5,0.76,
600820,2/20/2025 11:04,103984,kdixon@griffith.org,online,credit,32.25,0.79,0.41
600821,10/24/2024 3:12,105920,kimberly66peterson-hudson.com,online,cc,159.53,7.72,
600822,1/21/2025 14:55,105920,KIMBERLY66@PETERSON-HUDSON.COM,online,cc,105.44,3.61,11.33
600823,1/5/2025 9:37,105920,kimberly66@peterson-hudson.com,online,debit_card,238.43,1.89,8
600824,12/4/2024 15:38,112254,CALVINMCKINNEY@HOTMAIL.COM,web,google_pay,256.58,0.87,10.63
600825,1/14/2025 20:07,112254,CALVINMCKINNEY@HOTMAIL.COM,call_center,cc,213.34,11.5,3.75
600826,4/11/2025 0:46,111552,garciasteven@hopkins.biz,Phone,apple_pay,61.56,2.62,0.09
600827,2/1/2025 1:49,111552,garciasteven@hopkins.biz,phone,cc,173.57,1.02,5.07
600828,2/7/2025 0:22,105431,HERNANDEZSTEVEN@YAHOO.COM ,online,debit,24.6,3.53,3.39
600829,3/15/2025 15:17,117704,garciaamanda@yahoo.com,bx_office,credit,237.15,10.09,3.92
600830,11/1/2024 21:03,117704,garciaamanda@yahoo.com,online,google_pay,170.01,,
600831,4/13/2025 11:35,117704,garciaamanda@yahoo.com,ONLINE,debit_card,186.24,8.08,
600832,1/10/2025 5:25,110866,smithlori@medina-perez.info,box,credit,118.55,0.15,0.45
600833,1/6/2025 22:35,101606,geraldhatfield@hotmail.com,box_office,cc,228.79,1.71,10.41
600834,11/15/2024 23:59,101606,geraldhatfield@hotmail.com,online,debit,205.13,,7.3
600835,4/28/2025 9:25,101606,geraldhatfield@hotmail.com,box_office,debit_card,158.13,8.31,9.96
600836,2/4/2025 19:28,101522,brookegriffin@johnson-price.com,call_center,cash,234.99,1.38,
600837,11/2/2024 6:13,104114,charlesburke@yahoo.com,onlne,credit,175.68,,9.43
600838,2/14/2025 23:40,103120,laura36@castro-smith.com,call_center,credit,159.18,12.8,10.63
600839,3/11/2025 8:15,112357,BCOLE@HOTMAIL.COM,ONLINE,cc,256.11,2.7,10.88
600840,2/9/2025 1:56,112357,bcolehotmail.com,online,CASH,141.33,5.47,
600841,10/28/2024 8:31,118625,tvazquez@robinson-luna.org,online,apple_pay,186.18,2.02,3.56
600842,1/24/2025 1:54,102422,YBRADY@YAHOO.COM,web,debit_card,187.56,,8.22
600843,1/11/2025 21:04,103639,tabitha67@palmer.net,ONLINE,debit_card,257.64,14.35,4.38
600844,3/25/2025 6:34,117885,lovecarlos@yahoo.com,online,cash,228.26,12.03,11.32
600845,11/28/2024 7:55,101121, mark46@vaughn.com,online,credit,187.8,1.28,10.98
600846,11/28/2024 10:53,109654,pamela41@yahoo.com,online,cc,187.48,6.86,2.41
600847,10/14/2024 8:45,111777,christopherjohnson@mooney.net,online,cash,131.3,3.17,1.24
600848,10/21/2024 18:08,111777,christopherjohnson@mooney.net,online,credit,90.37,1.62,7.59
600849,2/2/2025 15:49,105575,geraldthomas@gmail.com,ONLINE,gpay,143.1,13.59,2.32
600850,2/4/2025 17:14,106448,davismichael@yahoo.com,online,gpay,71.33,,5.47
600851,4/25/2025 4:33,106448,davismichael@yahoo.com,online,CASH,103.8,0.26,9.51
600852,12/27/2024 9:00,106448,davismichael@yahoo.com,online,apple_pay,44.26,2.89,0.2
600853,1/12/2025 17:27,106349,MIGUEL40@EVANS.ORG,online,cc,70.98,5.01,7.14
600854,2/2/2025 20:41,106349,MIGUEL40@EVANS.ORG,web_site,credit,136.24,1.63,6.94
600855,12/18/2024 18:52,111575, robertcurtis@gmail.com,web_site,credit,29.75,,2.71
600856,1/21/2025 3:03,109212,DPUGH@GMAIL.COM,box_office,credit,78.55,6.22,
600857,3/17/2025 5:08,109212,dpugh@gmail.com,call_center,gpay,173.18,,
600858,11/13/2024 6:33,109212,dpugh@gmail.com,online,credit,180.53,12.58,11.02
600859,4/16/2025 7:30,109212,dpugh@gmail.com,online,cash,217.8,5.88,0.03
600860,11/11/2024 7:47,117963,agibson@hotmail.com,online,credit,31.38,14.05,0.3
600861,4/5/2025 16:15,117963,AGIBSON@HOTMAIL.COM,call_center,CASH,202.38,11.31,2.38
600862,11/25/2024 14:26,103895,psanchez@mason.info ,web_site,credit,218.91,,8.12
600863,11/23/2024 18:54,102400,slozano@serrano.com ,online,google_pay,214.84,,0.61
600864,4/2/2025 12:55,118055,matthewlee@yahoo.com,onlne,credit,219.93,11.36,4.56
600865,3/1/2025 0:17,100246,ANDERSONJAMESANDERSON.COM,box_office,cash,67.97,5.67,5.32
600866,1/3/2025 23:13,107868,garciaandrew@campbell.net,box,debit_card,97.13,5.57,1.01
600867,11/7/2024 21:37,107868,garciaandrew@campbell.net,online,apple_pay,110.16,2.77,3.31
600868,4/13/2025 13:36,108842,danielle31@lopez-baker.com,onlne,debit_card,79.45,10.94,8.11
600869,4/11/2025 19:16,117907,pamelabarrett@hotmail.com,online,google_pay,90.68,12.65,
600870,1/9/2025 20:40,110771,HGIBBS@STONE.COM,ONLINE,apple_pay,50.38,9.52,4.27
600871,4/19/2025 8:51,109312,tsalinas@yahoo.com,box_office,credit,48.04,14.23,10.85
600872,12/17/2024 9:48,106176,fletcherbryan@gmail.com,online,credit,127.17,5.54,7.17
600873,10/4/2024 22:25,106176,fletcherbryan@gmail.com,online,cc,209.31,,11.3
600874,11/5/2024 18:36,106176,fletcherbryan@gmail.com,box,cc,187.02,14.42,10.6
600875,2/4/2025 18:23,106176,fletcherbryan@gmail.com,online,cc,74.42,,3.07
600876,10/25/2024 9:27,101636,BHOLDEN@PARK.NET,phone,credit,27.18,5.36,
600877,12/9/2024 17:39,101560,porterchristopher@howell.net,online,cash,230.13,8.1,9.05
600878,3/7/2025 10:54,114766,NICOLE57@JACOBS.COM,phone,credit,119.42,9.6,4.17
600879,3/5/2025 8:18,101737,tomgriffith@castillo-williams.com,box_office,gpay,216.07,13.95,10.75
600880,10/4/2024 3:18,102987,KRISTINLEE@HOTMAIL.COM,online,cash,210.48,13.73,5.73
600881,4/22/2025 21:08,102987,kristinlee@hotmail.com,Phone,cash,48.61,13.79,6.44
600882,3/15/2025 12:28,106713,jsmith@oliver.com,phone,google_pay,33.48,9,6.43
600883,1/10/2025 0:37,107777,rli@yahoo.com,bx_office,apple_pay,101.87,13.15,
600884,2/6/2025 2:52,106330,brewerwilliam@miller.biz,ONLINE,credit,93.9,,5.39
600885,3/2/2025 3:38,106330,brewerwilliam@miller.biz,box,credit,180.78,,5.8
600886,1/24/2025 7:24,106330,brewerwilliam@miller.biz,ONLINE,google_pay,112.29,14.04,2.38
600887,1/15/2025 3:24,103415,wchavez@johnson.biz,ONLINE,credit,33.57,14.05,4.4
600888,4/16/2025 8:50,114967,james26@james.com,web,cc,203.28,4.99,6.58
600889,4/1/2025 16:25,100019,guy04@gmail.com,online,cc,161.39,6.72,0.04
600890,1/19/2025 11:34,100019,guy04@gmail.com,online,debit_card,138.87,3.49,2.52
600891,3/10/2025 6:59,116212,butleramber@hotmail.com,ONLINE,debit,194.51,12.51,
600892,2/4/2025 4:18,116212,butleramber@hotmail.com,box,debit,78.05,10.83,
600893,2/20/2025 10:48,117165,itanner@gmail.com,online,credit,65.28,,9.79
600894,12/14/2024 10:12,114542,CHRISTOPHER12@YAHOO.COM,online,credit,237.99,,1.73
600895,12/21/2024 21:44,107079,tanyadavis@perez.com,web_site,credit,149.35,2.63,9.77
600896,2/25/2025 16:37,111291,DAVID11@YAHOO.COM,online,cc,158.47,1.96,
600897,2/15/2025 7:53,111291,david11@yahoo.com,phone,credit,204.97,5.9,11.43
600898,3/30/2025 7:21,114908,ylee@acevedo.info,phone,gpay,135.97,8.71,0.93
600899,12/31/2024 11:39,114908, ylee@acevedo.info,box,credit,260.71,2.78,8.1
600900,4/20/2025 5:30,109879,sarah62@gmail.com,phone,credit,76.16,10.41,5.3
600901,10/12/2024 15:13,109879,SARAH62@GMAIL.COM,online,gpay,266.67,14.79,10.28
600902,3/11/2025 15:45,109965,janeroberson@yahoo.com,web_site,apple_pay,235.55,0.22,9.56
600903,10/4/2024 15:01,116768,jenniferrodriguez@hotmail.com ,ONLINE,credit,237.49,14.28,
600904,11/6/2024 13:43,103543,larsonamanda@hotmail.com,bx_office,credit,56.62,6.68,5.72
600905,2/28/2025 21:16,103543,larsonamanda@hotmail.com,box_office,cash,138.34,1.67,4.35
600906,11/28/2024 6:44,111187,DLOPEZ@SMITH-SANCHEZ.ORG,online,CASH,164.41,3.7,8.23
600907,12/15/2024 17:13,100894,jamiesmith@gmail.com,box_office,credit,175.05,9.64,1.68
600908,1/5/2025 12:38,116153, margaretsanders@hotmail.com,ONLINE,apple_pay,88.72,6.31,
600909,3/16/2025 5:01,107808,jasonsmith@yahoo.com,web_site,apple_pay,265.12,6.29,11.43
600910,11/13/2024 16:43,107808,jasonsmith@yahoo.com,onlne,cc,126.14,9.21,4.06
600911,1/1/2025 11:55,109417,lovekayla@jenkins.com,box_office,gpay,208.34,9.06,0.9
600912,4/24/2025 19:29,108477,williamjones@williams.org,box_office,apple,236.15,10.82,4.67
600913,10/8/2024 1:50,118473,stevenfuller@yahoo.com,online,credit,182.31,,11.02
600914,4/10/2025 21:25,100084,IHOBBS@YAHOO.COM ,box_office,cc,153.72,14.65,9.85
600915,11/29/2024 6:19,100084,ihobbs@yahoo.com ,box_office,credit,175.72,12.25,0.99
600916,11/27/2024 7:08,109431,patriciaramirez@johnson.com,online,gpay,74.21,1.61,1.16
600917,11/1/2024 7:25,109431,patriciaramirez@johnson.com,ONLINE,credit,33.41,5.47,0.43
600918,2/16/2025 14:23,113570,gary84@yahoo.com,online,credit,164.48,11.65,7
600919,2/14/2025 23:31,100075,john89@holt.net,web_site,cash,100.14,8.56,9.36
600920,2/17/2025 4:21,100075,john89@holt.net,online,google_pay,47.54,13.56,4.07
600921,3/30/2025 3:08,100075,john89@holt.net,online,cc,81.93,9.33,
600922,1/4/2025 15:34,117315,cacosta@yahoo.com,ONLINE,credit,210.81,12.67,6.36
600923,11/17/2024 0:34,117315,cacosta@yahoo.com ,online,apple,108.32,14.1,1.54
600924,1/14/2025 23:55,107942, jenniferwood@bryan.com,online,credit,247.28,0.23,9.35
600925,12/15/2024 20:13,102142,jnguyen@pham.com,online,cc,187.23,5.28,9.14
600926,4/9/2025 20:06,102142,jnguyen@pham.com,web,gpay,225.57,12.33,1.92
600927,11/28/2024 15:28,110179,LUIS21@BURNS.ORG,box,credit,238.84,13.85,
600928,4/17/2025 15:19,110179,LUIS21@BURNS.ORG ,phone,apple_pay,108.86,14.21,4.65
600929,10/16/2024 13:02,110179, LUIS21@BURNS.ORG,box_office,apple_pay,142.6,14.67,5.95
600930,4/20/2025 10:44,104968,ghowell@graham-singh.net,box,gpay,64.1,5.74,
600931,4/13/2025 19:21,116344, michellehansen@gmail.com,web,cc,229.32,6.44,9.23
600932,11/20/2024 14:40,116344, michellehansen@gmail.com ,web_site,debit,116.44,5.55,3.25
600933,11/2/2024 8:01,108797,simmonsmark@underwood-kim.com,ONLINE,credit,203.44,0.72,
600934,12/3/2024 5:28,111908, erin38@thompson.net,box_office,gpay,198.89,9.71,10.54
600935,1/23/2025 0:22,102830,vrodgers@rodgers.info,web,credit,259.26,3.7,10.24
600936,11/10/2024 8:32,115979,olsondavid@gmail.com,box_office,credit,45.8,6.81,7.22
600937,4/24/2025 3:06,115979,olsondavid@gmail.com,box_office,gpay,32.81,13.06,4.03
600938,2/8/2025 20:06,114317,christopherwelch@yahoo.com,box_office,debit_card,224.51,4.5,1.52
600939,3/21/2025 16:00,105383,LARRY14@HOTMAIL.COM,bx_office,credit,61.92,13.46,
600940,10/15/2024 4:01,110723,ana11@hotmail.com,online,credit,104.08,,1.32
600941,10/29/2024 0:07,110723,ana11@hotmail.com,web_site,gpay,233.05,1.96,0.67
600942,10/12/2024 6:10,117014,adamsjoseph@robinson.info,online,credit,73.09,7.65,4.89
600943,1/17/2025 20:19,117014,adamsjoseph@robinson.info,bx_office,CASH,192.34,5.43,5.27
600944,3/22/2025 5:09,118151,ghoward@gmail.com,phone,credit,128.35,2.96,2.92
600945,10/4/2024 21:27,118151,GHOWARD@GMAIL.COM,box,credit,89.87,,9.4
600946,3/19/2025 22:13,101907,thomas51@brown-molina.info,online,google_pay,215.15,2.18,
600947,3/5/2025 17:47,105194,DUSTIN04@YAHOO.COM,Phone,credit,62.98,1.96,9.68
600948,2/18/2025 21:52,105194,DUSTIN04@YAHOO.COM,box,cash,225.23,9.77,0.52
600949,12/9/2024 19:13,105549,LISACUEVAS@HOTMAIL.COM,call_center,debit_card,114.9,2.8,
600950,2/16/2025 23:57,109635,obaker@bush.biz,ONLINE,credit,102.08,1.4,
600951,2/1/2025 16:35,109635,obaker@bush.biz,online,cash,185.26,9.33,4.1
600952,1/15/2025 15:24,109635,obaker@bush.biz,online,credit,254.54,10.4,10.78
600953,10/14/2024 18:33,111471,CLARKDAVID@ALVAREZ.NET,Phone,apple_pay,140.76,2.2,
600954,4/29/2025 4:28,111471,CLARKDAVID@ALVAREZ.NET,call_center,credit,255.19,14.77,11.56
600955,4/21/2025 1:25,111471,CLARKDAVID@ALVAREZ.NET,online,credit,158.05,6.2,5.75
600956,1/6/2025 7:14,111471,CLARKDAVID@ALVAREZ.NET,web,cash,74.45,13.84,1.31
600957,4/9/2025 8:26,111471,CLARKDAVID@ALVAREZ.NET,onlne,apple_pay,109.75,12.42,8.67
600958,4/3/2025 20:41,112896,christinacampos@peterson.com,online,credit,26.47,9.54,1.19
600959,4/16/2025 1:24,112896,christinacampos@peterson.com,online,debit_card,131.62,10.77,5.08
600960,2/8/2025 3:49,107629,jacobsonshane@allen-chapman.org,box_office,credit,214.87,13.94,8.86
600961,4/1/2025 2:13,117495,michael97@singleton-rivera.com,Phone,apple_pay,138.87,13.59,
600962,12/25/2024 13:37,114837,cmorgan@watson-ryan.biz,online,credit,74.03,12.6,
